tpep_pickup_datetime,region,counts
2016-05-02 20:00:00,1231,1254
2016-05-02 21:00:00,1231,1090
2016-05-02 22:00:00,1231,934
2016-05-02 23:00:00,1231,794
2016-05-03 00:00:00,1231,556
2016-05-03 01:00:00,1231,259
2016-05-03 02:00:00,1231,128
2016-05-03 03:00:00,1231,66
2016-05-03 04:00:00,1231,104
2016-05-03 05:00:00,1231,162
2016-05-03 06:00:00,1231,394
2016-05-03 07:00:00,1231,630
2016-05-03 08:00:00,1231,1017
2016-05-03 09:00:00,1231,1019
2016-05-03 10:00:00,1231,1012
2016-05-03 11:00:00,1231,1008
2016-05-03 12:00:00,1231,970
2016-05-03 13:00:00,1231,1050
2016-05-03 14:00:00,1231,1039
2016-05-03 15:00:00,1231,982
2016-05-03 16:00:00,1231,798
2016-05-03 17:00:00,1231,917
2016-05-03 18:00:00,1231,1042
2016-05-03 19:00:00,1231,1241
2016-05-03 20:00:00,1231,1316
2016-05-03 21:00:00,1231,1153
2016-05-03 22:00:00,1231,940
2016-05-03 23:00:00,1231,755
2016-05-04 00:00:00,1231,415
2016-05-04 01:00:00,1231,245
2016-05-04 02:00:00,1231,116
2016-05-04 03:00:00,1231,110
2016-05-04 04:00:00,1231,97
2016-05-04 05:00:00,1231,142
2016-05-04 06:00:00,1231,350
2016-05-04 07:00:00,1231,638
2016-05-04 08:00:00,1231,968
2016-05-04 09:00:00,1231,1074
2016-05-04 10:00:00,1231,1002
2016-05-04 11:00:00,1231,1055
2016-05-04 12:00:00,1231,1134
2016-05-04 13:00:00,1231,1182
2016-05-04 14:00:00,1231,1108
2016-05-04 15:00:00,1231,825
2016-05-04 16:00:00,1231,633
2016-05-04 17:00:00,1231,685
2016-05-04 18:00:00,1231,860
2016-05-04 19:00:00,1231,1050
2016-05-04 20:00:00,1231,1318
2016-05-04 21:00:00,1231,1139
2016-05-04 22:00:00,1231,1003
2016-05-04 23:00:00,1231,862
2016-05-05 00:00:00,1231,536
2016-05-05 01:00:00,1231,278
2016-05-05 02:00:00,1231,180
2016-05-05 03:00:00,1231,110
2016-05-05 04:00:00,1231,95
2016-05-05 05:00:00,1231,175
2016-05-05 06:00:00,1231,370
2016-05-05 07:00:00,1231,609
2016-05-05 08:00:00,1231,931
2016-05-05 09:00:00,1231,1070
2016-05-05 10:00:00,1231,1025
2016-05-05 11:00:00,1231,1058
2016-05-05 12:00:00,1231,1072
2016-05-05 13:00:00,1231,1079
2016-05-05 14:00:00,1231,1067
2016-05-05 15:00:00,1231,866
2016-05-05 16:00:00,1231,676
2016-05-05 17:00:00,1231,639
2016-05-05 18:00:00,1231,846
2016-05-05 19:00:00,1231,951
2016-05-05 20:00:00,1231,1018
2016-05-05 21:00:00,1231,848
2016-05-05 22:00:00,1231,641
2016-05-05 23:00:00,1231,776
2016-05-06 00:00:00,1231,661
2016-05-06 01:00:00,1231,442
2016-05-06 02:00:00,1231,261
2016-05-06 03:00:00,1231,180
2016-05-06 04:00:00,1231,141
2016-05-06 05:00:00,1231,199
2016-05-06 06:00:00,1231,438
2016-05-06 07:00:00,1231,678
2016-05-06 08:00:00,1231,973
2016-05-06 09:00:00,1231,951
2016-05-06 10:00:00,1231,907
2016-05-06 11:00:00,1231,791
2016-05-06 12:00:00,1231,745
2016-05-06 13:00:00,1231,719
2016-05-06 14:00:00,1231,797
2016-05-06 15:00:00,1231,708
2016-05-06 16:00:00,1231,526
2016-05-06 17:00:00,1231,646
2016-05-06 18:00:00,1231,841
2016-05-06 19:00:00,1231,897
2016-05-06 20:00:00,1231,1103
2016-05-06 21:00:00,1231,1047
2016-05-06 22:00:00,1231,985
2016-05-06 23:00:00,1231,836
2016-05-07 00:00:00,1231,736
2016-05-07 01:00:00,1231,556
2016-05-07 02:00:00,1231,386
2016-05-07 03:00:00,1231,325
2016-05-07 04:00:00,1231,267
2016-05-07 05:00:00,1231,122
2016-05-07 06:00:00,1231,160
2016-05-07 07:00:00,1231,204
2016-05-07 08:00:00,1231,301
2016-05-07 09:00:00,1231,523
2016-05-07 10:00:00,1231,667
2016-05-07 11:00:00,1231,816
2016-05-07 12:00:00,1231,873
2016-05-07 13:00:00,1231,845
2016-05-07 14:00:00,1231,798
2016-05-07 15:00:00,1231,864
2016-05-07 16:00:00,1231,765
2016-05-07 17:00:00,1231,836
2016-05-07 18:00:00,1231,893
2016-05-07 19:00:00,1231,1019
2016-05-07 20:00:00,1231,866
2016-05-07 21:00:00,1231,797
2016-05-07 22:00:00,1231,979
2016-05-07 23:00:00,1231,920
2016-05-08 00:00:00,1231,825
2016-05-08 01:00:00,1231,630
2016-05-08 02:00:00,1231,471
2016-05-08 03:00:00,1231,335
2016-05-08 04:00:00,1231,282
2016-05-08 05:00:00,1231,126
2016-05-08 06:00:00,1231,113
2016-05-08 07:00:00,1231,198
2016-05-08 08:00:00,1231,252
2016-05-08 09:00:00,1231,380
2016-05-08 10:00:00,1231,559
2016-05-08 11:00:00,1231,653
2016-05-08 12:00:00,1231,732
2016-05-08 13:00:00,1231,719
2016-05-08 14:00:00,1231,712
2016-05-08 15:00:00,1231,699
2016-05-08 16:00:00,1231,669
2016-05-08 17:00:00,1231,787
2016-05-08 18:00:00,1231,863
2016-05-08 19:00:00,1231,851
2016-05-08 20:00:00,1231,812
2016-05-08 21:00:00,1231,794
2016-05-08 22:00:00,1231,510
2016-05-08 23:00:00,1231,421
2016-05-09 00:00:00,1231,260
2016-05-09 01:00:00,1231,142
2016-05-09 02:00:00,1231,75
2016-05-09 03:00:00,1231,63
2016-05-09 04:00:00,1231,64
2016-05-09 05:00:00,1231,130
2016-05-09 06:00:00,1231,317
2016-05-09 07:00:00,1231,518
2016-05-09 08:00:00,1231,717
2016-05-09 09:00:00,1231,870
2016-05-09 10:00:00,1231,750
2016-05-09 11:00:00,1231,875
2016-05-09 12:00:00,1231,879
2016-05-09 13:00:00,1231,861
2016-05-09 14:00:00,1231,965
2016-05-09 15:00:00,1231,891
2016-05-09 16:00:00,1231,827
2016-05-09 17:00:00,1231,866
2016-05-09 18:00:00,1231,1158
2016-05-09 19:00:00,1231,1176
2016-05-09 20:00:00,1231,1164
2016-05-09 21:00:00,1231,953
2016-05-09 22:00:00,1231,948
2016-05-09 23:00:00,1231,608
2016-05-10 00:00:00,1231,374
2016-05-10 01:00:00,1231,226
2016-05-10 02:00:00,1231,127
2016-05-10 03:00:00,1231,82
2016-05-10 04:00:00,1231,79
2016-05-10 05:00:00,1231,125
2016-05-10 06:00:00,1231,322
2016-05-10 07:00:00,1231,557
2016-05-10 08:00:00,1231,761
2016-05-10 09:00:00,1231,993
2016-05-10 10:00:00,1231,763
2016-05-10 11:00:00,1231,913
2016-05-10 12:00:00,1231,1053
2016-05-10 13:00:00,1231,1045
2016-05-10 14:00:00,1231,1078
2016-05-10 15:00:00,1231,981
2016-05-10 16:00:00,1231,710
2016-05-10 17:00:00,1231,767
2016-05-10 18:00:00,1231,1037
2016-05-10 19:00:00,1231,1214
2016-05-10 20:00:00,1231,1190
2016-05-10 21:00:00,1231,902
2016-05-10 22:00:00,1231,720
2016-05-10 23:00:00,1231,757
2016-05-11 00:00:00,1231,491
2016-05-11 01:00:00,1231,227
2016-05-11 02:00:00,1231,162
2016-05-11 03:00:00,1231,85
2016-05-11 04:00:00,1231,87
2016-05-11 05:00:00,1231,123
2016-05-11 06:00:00,1231,334
2016-05-11 07:00:00,1231,592
2016-05-11 08:00:00,1231,827
2016-05-11 09:00:00,1231,934
2016-05-11 10:00:00,1231,938
2016-05-11 11:00:00,1231,993
2016-05-11 12:00:00,1231,985
2016-05-11 13:00:00,1231,1001
2016-05-11 14:00:00,1231,1024
2016-05-11 15:00:00,1231,918
2016-05-11 16:00:00,1231,658
2016-05-11 17:00:00,1231,615
2016-05-11 18:00:00,1231,795
2016-05-11 19:00:00,1231,1067
2016-05-11 20:00:00,1231,1243
2016-05-11 21:00:00,1231,1151
2016-05-11 22:00:00,1231,1098
2016-05-11 23:00:00,1231,861
2016-05-12 00:00:00,1231,557
2016-05-12 01:00:00,1231,314
2016-05-12 02:00:00,1231,178
2016-05-12 03:00:00,1231,138
2016-05-12 04:00:00,1231,123
2016-05-12 05:00:00,1231,157
2016-05-12 06:00:00,1231,318
2016-05-12 07:00:00,1231,590
2016-05-12 08:00:00,1231,883
2016-05-12 09:00:00,1231,990
2016-05-12 10:00:00,1231,894
2016-05-12 11:00:00,1231,898
2016-05-12 12:00:00,1231,992
2016-05-12 13:00:00,1231,1000
2016-05-12 14:00:00,1231,968
2016-05-12 15:00:00,1231,759
2016-05-12 16:00:00,1231,565
2016-05-12 17:00:00,1231,596
2016-05-12 18:00:00,1231,858
2016-05-12 19:00:00,1231,1029
2016-05-12 20:00:00,1231,1101
2016-05-12 21:00:00,1231,751
2016-05-12 22:00:00,1231,580
2016-05-12 23:00:00,1231,605
2016-05-13 00:00:00,1231,657
2016-05-13 01:00:00,1231,411
2016-05-13 02:00:00,1231,266
2016-05-13 03:00:00,1231,167
2016-05-13 04:00:00,1231,152
2016-05-13 05:00:00,1231,189
2016-05-13 06:00:00,1231,315
2016-05-13 07:00:00,1231,514
2016-05-13 08:00:00,1231,703
2016-05-13 09:00:00,1231,861
2016-05-13 10:00:00,1231,768
2016-05-13 11:00:00,1231,863
2016-05-13 12:00:00,1231,821
2016-05-13 13:00:00,1231,704
2016-05-13 14:00:00,1231,669
2016-05-13 15:00:00,1231,604
2016-05-13 16:00:00,1231,447
2016-05-13 17:00:00,1231,463
2016-05-13 18:00:00,1231,590
2016-05-13 19:00:00,1231,797
2016-05-13 20:00:00,1231,1054
2016-05-13 21:00:00,1231,938
2016-05-13 22:00:00,1231,1030
2016-05-13 23:00:00,1231,926
2016-05-14 00:00:00,1231,749
2016-05-14 01:00:00,1231,572
2016-05-14 02:00:00,1231,433
2016-05-14 03:00:00,1231,376
2016-05-14 04:00:00,1231,278
2016-05-14 05:00:00,1231,134
2016-05-14 06:00:00,1231,203
2016-05-14 07:00:00,1231,222
2016-05-14 08:00:00,1231,392
2016-05-14 09:00:00,1231,578
2016-05-14 10:00:00,1231,667
2016-05-14 11:00:00,1231,880
2016-05-14 12:00:00,1231,913
2016-05-14 13:00:00,1231,819
2016-05-14 14:00:00,1231,840
2016-05-14 15:00:00,1231,823
2016-05-14 16:00:00,1231,697
2016-05-14 17:00:00,1231,690
2016-05-14 18:00:00,1231,783
2016-05-14 19:00:00,1231,811
2016-05-14 20:00:00,1231,903
2016-05-14 21:00:00,1231,849
2016-05-14 22:00:00,1231,995
2016-05-14 23:00:00,1231,936
2016-05-15 00:00:00,1231,858
2016-05-15 01:00:00,1231,699
2016-05-15 02:00:00,1231,593
2016-05-15 03:00:00,1231,431
2016-05-15 04:00:00,1231,324
2016-05-15 05:00:00,1231,177
2016-05-15 06:00:00,1231,144
2016-05-15 07:00:00,1231,215
2016-05-15 08:00:00,1231,322
2016-05-15 09:00:00,1231,556
2016-05-15 10:00:00,1231,628
2016-05-15 11:00:00,1231,850
2016-05-15 12:00:00,1231,906
2016-05-15 13:00:00,1231,810
2016-05-15 14:00:00,1231,864
2016-05-15 15:00:00,1231,811
2016-05-15 16:00:00,1231,701
2016-05-15 17:00:00,1231,673
2016-05-15 18:00:00,1231,833
2016-05-15 19:00:00,1231,928
2016-05-15 20:00:00,1231,861
2016-05-15 21:00:00,1231,713
2016-05-15 22:00:00,1231,709
2016-05-15 23:00:00,1231,518
2016-05-16 00:00:00,1231,262
2016-05-16 01:00:00,1231,163
2016-05-16 02:00:00,1231,109
2016-05-16 03:00:00,1231,79
2016-05-16 04:00:00,1231,88
2016-05-16 05:00:00,1231,126
2016-05-16 06:00:00,1231,343
2016-05-16 07:00:00,1231,556
2016-05-16 08:00:00,1231,831
2016-05-16 09:00:00,1231,970
2016-05-16 10:00:00,1231,854
2016-05-16 11:00:00,1231,892
2016-05-16 12:00:00,1231,948
2016-05-16 13:00:00,1231,937
2016-05-16 14:00:00,1231,1050
2016-05-16 15:00:00,1231,899
2016-05-16 16:00:00,1231,702
2016-05-16 17:00:00,1231,773
2016-05-16 18:00:00,1231,954
2016-05-16 19:00:00,1231,1175
2016-05-16 20:00:00,1231,1169
2016-05-16 21:00:00,1231,1073
2016-05-16 22:00:00,1231,925
2016-05-16 23:00:00,1231,650
2016-05-17 00:00:00,1231,515
2016-05-17 01:00:00,1231,297
2016-05-17 02:00:00,1231,173
2016-05-17 03:00:00,1231,79
2016-05-17 04:00:00,1231,83
2016-05-17 05:00:00,1231,107
2016-05-17 06:00:00,1231,356
2016-05-17 07:00:00,1231,590
2016-05-17 08:00:00,1231,880
2016-05-17 09:00:00,1231,972
2016-05-17 10:00:00,1231,926
2016-05-17 11:00:00,1231,966
2016-05-17 12:00:00,1231,994
2016-05-17 13:00:00,1231,991
2016-05-17 14:00:00,1231,992
2016-05-17 15:00:00,1231,721
2016-05-17 16:00:00,1231,563
2016-05-17 17:00:00,1231,648
2016-05-17 18:00:00,1231,891
2016-05-17 19:00:00,1231,1103
2016-05-17 20:00:00,1231,1038
2016-05-17 21:00:00,1231,837
2016-05-17 22:00:00,1231,671
2016-05-17 23:00:00,1231,779
2016-05-18 00:00:00,1231,505
2016-05-18 01:00:00,1231,293
2016-05-18 02:00:00,1231,165
2016-05-18 03:00:00,1231,108
2016-05-18 04:00:00,1231,96
2016-05-18 05:00:00,1231,128
2016-05-18 06:00:00,1231,323
2016-05-18 07:00:00,1231,528
2016-05-18 08:00:00,1231,864
2016-05-18 09:00:00,1231,976
2016-05-18 10:00:00,1231,881
2016-05-18 11:00:00,1231,917
2016-05-18 12:00:00,1231,925
2016-05-18 13:00:00,1231,878
2016-05-18 14:00:00,1231,734
2016-05-18 15:00:00,1231,599
2016-05-18 16:00:00,1231,413
2016-05-18 17:00:00,1231,443
2016-05-18 18:00:00,1231,628
2016-05-18 19:00:00,1231,792
2016-05-18 20:00:00,1231,938
2016-05-18 21:00:00,1231,1004
2016-05-18 22:00:00,1231,843
2016-05-18 23:00:00,1231,824
2016-05-19 00:00:00,1231,598
2016-05-19 01:00:00,1231,327
2016-05-19 02:00:00,1231,177
2016-05-19 03:00:00,1231,127
2016-05-19 04:00:00,1231,103
2016-05-19 05:00:00,1231,163
2016-05-19 06:00:00,1231,321
2016-05-19 07:00:00,1231,569
2016-05-19 08:00:00,1231,855
2016-05-19 09:00:00,1231,942
2016-05-19 10:00:00,1231,852
2016-05-19 11:00:00,1231,997
2016-05-19 12:00:00,1231,1013
2016-05-19 13:00:00,1231,981
2016-05-19 14:00:00,1231,853
2016-05-19 15:00:00,1231,706
2016-05-19 16:00:00,1231,501
2016-05-19 17:00:00,1231,548
2016-05-19 18:00:00,1231,768
2016-05-19 19:00:00,1231,968
2016-05-19 20:00:00,1231,1107
2016-05-19 21:00:00,1231,914
2016-05-19 22:00:00,1231,700
2016-05-19 23:00:00,1231,855
2016-05-20 00:00:00,1231,724
2016-05-20 01:00:00,1231,478
2016-05-20 02:00:00,1231,281
2016-05-20 03:00:00,1231,199
2016-05-20 04:00:00,1231,157
2016-05-20 05:00:00,1231,172
2016-05-20 06:00:00,1231,344
2016-05-20 07:00:00,1231,492
2016-05-20 08:00:00,1231,746
2016-05-20 09:00:00,1231,862
2016-05-20 10:00:00,1231,794
2016-05-20 11:00:00,1231,912
2016-05-20 12:00:00,1231,926
2016-05-20 13:00:00,1231,733
2016-05-20 14:00:00,1231,728
2016-05-20 15:00:00,1231,621
2016-05-20 16:00:00,1231,508
2016-05-20 17:00:00,1231,546
2016-05-20 18:00:00,1231,734
2016-05-20 19:00:00,1231,1073
2016-05-20 20:00:00,1231,1046
2016-05-20 21:00:00,1231,1053
2016-05-20 22:00:00,1231,1016
2016-05-20 23:00:00,1231,905
2016-05-21 00:00:00,1231,782
2016-05-21 01:00:00,1231,695
2016-05-21 02:00:00,1231,480
2016-05-21 03:00:00,1231,373
2016-05-21 04:00:00,1231,303
2016-05-21 05:00:00,1231,134
2016-05-21 06:00:00,1231,195
2016-05-21 07:00:00,1231,229
2016-05-21 08:00:00,1231,350
2016-05-21 09:00:00,1231,529
2016-05-21 10:00:00,1231,716
2016-05-21 11:00:00,1231,800
2016-05-21 12:00:00,1231,829
2016-05-21 13:00:00,1231,747
2016-05-21 14:00:00,1231,847
2016-05-21 15:00:00,1231,786
2016-05-21 16:00:00,1231,639
2016-05-21 17:00:00,1231,724
2016-05-21 18:00:00,1231,971
2016-05-21 19:00:00,1231,828
2016-05-21 20:00:00,1231,791
2016-05-21 21:00:00,1231,841
2016-05-21 22:00:00,1231,894
2016-05-21 23:00:00,1231,931
2016-05-22 00:00:00,1231,749
2016-05-22 01:00:00,1231,666
2016-05-22 02:00:00,1231,506
2016-05-22 03:00:00,1231,385
2016-05-22 04:00:00,1231,341
2016-05-22 05:00:00,1231,142
2016-05-22 06:00:00,1231,134
2016-05-22 07:00:00,1231,163
2016-05-22 08:00:00,1231,291
2016-05-22 09:00:00,1231,411
2016-05-22 10:00:00,1231,588
2016-05-22 11:00:00,1231,720
2016-05-22 12:00:00,1231,770
2016-05-22 13:00:00,1231,742
2016-05-22 14:00:00,1231,804
2016-05-22 15:00:00,1231,753
2016-05-22 16:00:00,1231,698
2016-05-22 17:00:00,1231,835
2016-05-22 18:00:00,1231,895
2016-05-22 19:00:00,1231,853
2016-05-22 20:00:00,1231,768
2016-05-22 21:00:00,1231,703
2016-05-22 22:00:00,1231,527
2016-05-22 23:00:00,1231,422
2016-05-23 00:00:00,1231,268
2016-05-23 01:00:00,1231,159
2016-05-23 02:00:00,1231,102
2016-05-23 03:00:00,1231,63
2016-05-23 04:00:00,1231,78
2016-05-23 05:00:00,1231,151
2016-05-23 06:00:00,1231,300
2016-05-23 07:00:00,1231,486
2016-05-23 08:00:00,1231,755
2016-05-23 09:00:00,1231,823
2016-05-23 10:00:00,1231,731
2016-05-23 11:00:00,1231,859
2016-05-23 12:00:00,1231,934
2016-05-23 13:00:00,1231,936
2016-05-23 14:00:00,1231,965
2016-05-23 15:00:00,1231,881
2016-05-23 16:00:00,1231,722
2016-05-23 17:00:00,1231,881
2016-05-23 18:00:00,1231,1078
2016-05-23 19:00:00,1231,1224
2016-05-23 20:00:00,1231,1115
2016-05-23 21:00:00,1231,1139
2016-05-23 22:00:00,1231,957
2016-05-23 23:00:00,1231,564
2016-05-24 00:00:00,1231,338
2016-05-24 01:00:00,1231,191
2016-05-24 02:00:00,1231,136
2016-05-24 03:00:00,1231,80
2016-05-24 04:00:00,1231,90
2016-05-24 05:00:00,1231,158
2016-05-24 06:00:00,1231,384
2016-05-24 07:00:00,1231,622
2016-05-24 08:00:00,1231,910
2016-05-24 09:00:00,1231,986
2016-05-24 10:00:00,1231,856
2016-05-24 11:00:00,1231,1001
2016-05-24 12:00:00,1231,981
2016-05-24 13:00:00,1231,970
2016-05-24 14:00:00,1231,1030
2016-05-24 15:00:00,1231,878
2016-05-24 16:00:00,1231,716
2016-05-24 17:00:00,1231,817
2016-05-24 18:00:00,1231,971
2016-05-24 19:00:00,1231,1209
2016-05-24 20:00:00,1231,1133
2016-05-24 21:00:00,1231,1144
2016-05-24 22:00:00,1231,957
2016-05-24 23:00:00,1231,699
2016-05-25 00:00:00,1231,457
2016-05-25 01:00:00,1231,256
2016-05-25 02:00:00,1231,143
2016-05-25 03:00:00,1231,75
2016-05-25 04:00:00,1231,104
2016-05-25 05:00:00,1231,127
2016-05-25 06:00:00,1231,362
2016-05-25 07:00:00,1231,517
2016-05-25 08:00:00,1231,845
2016-05-25 09:00:00,1231,965
2016-05-25 10:00:00,1231,924
2016-05-25 11:00:00,1231,1083
2016-05-25 12:00:00,1231,1018
2016-05-25 13:00:00,1231,979
2016-05-25 14:00:00,1231,948
2016-05-25 15:00:00,1231,797
2016-05-25 16:00:00,1231,582
2016-05-25 17:00:00,1231,617
2016-05-25 18:00:00,1231,765
2016-05-25 19:00:00,1231,1134
2016-05-25 20:00:00,1231,1158
2016-05-25 21:00:00,1231,1132
2016-05-25 22:00:00,1231,1011
2016-05-25 23:00:00,1231,854
2016-05-26 00:00:00,1231,602
2016-05-26 01:00:00,1231,394
2016-05-26 02:00:00,1231,162
2016-05-26 03:00:00,1231,122
2016-05-26 04:00:00,1231,139
2016-05-26 05:00:00,1231,140
2016-05-26 06:00:00,1231,355
2016-05-26 07:00:00,1231,571
2016-05-26 08:00:00,1231,809
2016-05-26 09:00:00,1231,889
2016-05-26 10:00:00,1231,946
2016-05-26 11:00:00,1231,999
2016-05-26 12:00:00,1231,1030
2016-05-26 13:00:00,1231,985
2016-05-26 14:00:00,1231,900
2016-05-26 15:00:00,1231,749
2016-05-26 16:00:00,1231,527
2016-05-26 17:00:00,1231,597
2016-05-26 18:00:00,1231,860
2016-05-26 19:00:00,1231,1132
2016-05-26 20:00:00,1231,1213
2016-05-26 21:00:00,1231,1196
2016-05-26 22:00:00,1231,1021
2016-05-26 23:00:00,1231,922
2016-05-27 00:00:00,1231,692
2016-05-27 01:00:00,1231,445
2016-05-27 02:00:00,1231,281
2016-05-27 03:00:00,1231,192
2016-05-27 04:00:00,1231,144
2016-05-27 05:00:00,1231,165
2016-05-27 06:00:00,1231,300
2016-05-27 07:00:00,1231,400
2016-05-27 08:00:00,1231,616
2016-05-27 09:00:00,1231,690
2016-05-27 10:00:00,1231,692
2016-05-27 11:00:00,1231,835
2016-05-27 12:00:00,1231,883
2016-05-27 13:00:00,1231,775
2016-05-27 14:00:00,1231,807
2016-05-27 15:00:00,1231,777
2016-05-27 16:00:00,1231,604
2016-05-27 17:00:00,1231,803
2016-05-27 18:00:00,1231,1058
2016-05-27 19:00:00,1231,1048
2016-05-27 20:00:00,1231,841
2016-05-27 21:00:00,1231,843
2016-05-27 22:00:00,1231,910
2016-05-27 23:00:00,1231,852
2016-05-28 00:00:00,1231,680
2016-05-28 01:00:00,1231,613
2016-05-28 02:00:00,1231,389
2016-05-28 03:00:00,1231,348
2016-05-28 04:00:00,1231,270
2016-05-28 05:00:00,1231,134
2016-05-28 06:00:00,1231,145
2016-05-28 07:00:00,1231,183
2016-05-28 08:00:00,1231,319
2016-05-28 09:00:00,1231,404
2016-05-28 10:00:00,1231,585
2016-05-28 11:00:00,1231,732
2016-05-28 12:00:00,1231,845
2016-05-28 13:00:00,1231,863
2016-05-28 14:00:00,1231,847
2016-05-28 15:00:00,1231,692
2016-05-28 16:00:00,1231,786
2016-05-28 17:00:00,1231,990
2016-05-28 18:00:00,1231,1057
2016-05-28 19:00:00,1231,966
2016-05-28 20:00:00,1231,739
2016-05-28 21:00:00,1231,815
2016-05-28 22:00:00,1231,891
2016-05-28 23:00:00,1231,827
2016-05-29 00:00:00,1231,728
2016-05-29 01:00:00,1231,543
2016-05-29 02:00:00,1231,390
2016-05-29 03:00:00,1231,315
2016-05-29 04:00:00,1231,234
2016-05-29 05:00:00,1231,107
2016-05-29 06:00:00,1231,112
2016-05-29 07:00:00,1231,149
2016-05-29 08:00:00,1231,230
2016-05-29 09:00:00,1231,390
2016-05-29 10:00:00,1231,582
2016-05-29 11:00:00,1231,665
2016-05-29 12:00:00,1231,764
2016-05-29 13:00:00,1231,732
2016-05-29 14:00:00,1231,758
2016-05-29 15:00:00,1231,744
2016-05-29 16:00:00,1231,732
2016-05-29 17:00:00,1231,825
2016-05-29 18:00:00,1231,841
2016-05-29 19:00:00,1231,802
2016-05-29 20:00:00,1231,677
2016-05-29 21:00:00,1231,813
2016-05-29 22:00:00,1231,682
2016-05-29 23:00:00,1231,662
2016-05-30 00:00:00,1231,527
2016-05-30 01:00:00,1231,411
2016-05-30 02:00:00,1231,198
2016-05-30 03:00:00,1231,145
2016-05-30 04:00:00,1231,111
2016-05-30 05:00:00,1231,86
2016-05-30 06:00:00,1231,125
2016-05-30 07:00:00,1231,139
2016-05-30 08:00:00,1231,184
2016-05-30 09:00:00,1231,316
2016-05-30 10:00:00,1231,461
2016-05-30 11:00:00,1231,566
2016-05-30 12:00:00,1231,720
2016-05-30 13:00:00,1231,751
2016-05-30 14:00:00,1231,771
2016-05-30 15:00:00,1231,772
2016-05-30 16:00:00,1231,732
2016-05-30 17:00:00,1231,891
2016-05-30 18:00:00,1231,816
2016-05-30 19:00:00,1231,772
2016-05-30 20:00:00,1231,596
2016-05-30 21:00:00,1231,655
2016-05-30 22:00:00,1231,491
2016-05-30 23:00:00,1231,359
2016-05-31 00:00:00,1231,217
2016-05-31 01:00:00,1231,131
2016-05-31 02:00:00,1231,62
2016-05-31 03:00:00,1231,56
2016-05-31 04:00:00,1231,69
2016-05-31 05:00:00,1231,121
2016-05-31 06:00:00,1231,305
2016-05-31 07:00:00,1231,515
2016-05-31 08:00:00,1231,782
2016-05-31 09:00:00,1231,854
2016-05-31 10:00:00,1231,840
2016-05-31 11:00:00,1231,871
2016-05-31 12:00:00,1231,872
2016-05-31 13:00:00,1231,934
2016-05-31 14:00:00,1231,1009
2016-05-31 15:00:00,1231,814
2016-05-31 16:00:00,1231,748
2016-05-31 17:00:00,1231,879
2016-05-31 18:00:00,1231,1093
2016-05-31 19:00:00,1231,1094
2016-05-31 20:00:00,1231,997
2016-05-31 21:00:00,1231,1099
2016-05-31 22:00:00,1231,874
2016-05-31 23:00:00,1231,608
